RSA,RSA_Name,Community_Discharge,CMS_region,CMS_office
J0030,"CA, Los Angeles County [Urban core] [Central] Three",0.540042568,IX,San Francisco
J0031,"CA, Los Angeles County [Urban core] [Central] Four",0.527678637,IX,San Francisco
J0032,"CA, Orange County [Urban core] [Central] One",0.536648949,IX,San Francisco
J0033,"CA, Orange County [Urban core] [Central] Two",0.515162475,IX,San Francisco
J0034,"CA, San Bernardino County [Urban core] [Central] One",0.555137446,IX,San Francisco
J0035,"CA, Riverside County [Urban core] [Central] One",0.564173669,IX,San Francisco
J0036,"CA, San Diego County [Urban core] [Central] One",0.534209275,IX,San Francisco
J0037,"CA, San Diego County [Urban core] [Central] Two",0.500529368,IX,San Francisco
J0038,"CA, San Diego County [Urban core] [Central] Three",0.503090918,IX,San Francisco
J0039,"CA, San Diego County [Urban core] [Central] Four",0.497120154,IX,San Francisco
J0040,"CA, Riverside County [Urban core] [Central] Two",0.479652046,IX,San Francisco
J0041,"CA, San Bernardino County [Urban core] [Central] Two",0.556605906,IX,San Francisco
J0042,"CA, El Centro [Urban core]",0.587169043,IX,San Francisco
J0044,"CA, Riverside County [Urban core] [Central] Three",0.545255193,IX,San Francisco
J0045,"CA, Orange County [Urban core] [Central] Three",0.486653688,IX,San Francisco
J0046,"CA, Oxnard-Thousand Oaks-Ventura [Urban core]",0.521524331,IX,San Francisco
J0047,"CA, Santa Barbara County [Urban core] [Central] One",0.486325899,IX,San Francisco
J0048,"CA, Hanford-Corcoran [Urban core]",0.542052432,IX,San Francisco
J0049,"CA, Bakersfield-Delano [Urban core]",0.550543968,IX,San Francisco
J0050,"CA, Tulare County [Urban core] [Central] One",0.533282703,IX,San Francisco
J0051,"CA, San Luis Obispo-Paso Robles [Urban core]",0.513084002,IX,San Francisco
J0052,"CA, Tulare County [Urban core] [Central] Two",0.551469466,IX,San Francisco
J0053,"CA, Santa Barbara County [Urban core] [Central] Two",0.488102233,IX,San Francisco
J0054,"CA, Los Angeles County [Urban core] [Central] Five",0.562706375,IX,San Francisco
J0055,"CA, Fresno-Hanford-Corcoran [Large rural]",0.547315446,IX,San Francisco
J0056,"CA, Bakersfield-Delano [Suburban]",0.56695949,IX,San Francisco
J0057,"CA, Fresno County [Urban core] [Central] One",0.581075756,IX,San Francisco
J0058,"CA, Fresno County [Urban core] [Central] Two",0.566469684,IX,San Francisco
J0059,"CA, Merced [Urban core]",0.506067355,IX,San Francisco
J0060,"CA, Monterey County [Urban core] [Central] One",0.508006444,IX,San Francisco
J0061,"CA, Monterey County [Urban core] [Central] Two",0.494008067,IX,San Francisco
J0062,"CA, San Francisco-San Mateo-Redwood City [Urban core] [Central]",0.473775365,IX,San Francisco
J0063,"CA, San Mateo County [Urban core]",0.472524137,IX,San Francisco
J0064,"CA, San Francisco County [Urban core]",0.503661003,IX,San Francisco
J0065,"CA, Alameda County [Urban core] [Central] One",0.552567537,IX,San Francisco
J0066,"CA, Contra Costa County [Urban core] [Outlying] One",0.48810763,IX,San Francisco
J0067,"CA, Contra Costa County [Urban core] [Outlying] Two",0.481845558,IX,San Francisco
J0068,"CA, Napa [Urban core]",0.549363702,IX,San Francisco
J0069,"CA, Vallejo [Urban core]",0.555443747,IX,San Francisco
J0070,"CA, Santa Clara County [Urban core] [Central]",0.520650417,IX,San Francisco
J0071,"CA, Alameda County [Urban core] [Central] Two",0.486634148,IX,San Francisco
J0072,"CA, Marin County [Urban core]",0.511279091,IX,San Francisco
J0073,"CA, Sonoma County [Urban core] [Central]",0.470334739,IX,San Francisco
J0074,"CA, San Rafael [Urban core] [Central]",0.486027368,IX,San Francisco
J0075,"CA, Santa Cruz-Watsonville [Urban core]",0.456213804,IX,San Francisco
J0076,"CA, San Joaquin County [Urban core] [Central] One",0.572718233,IX,San Francisco
J0077,"CA, San Joaquin County [Urban core] [Central] Two",0.551006255,IX,San Francisco
J0078,"NV-CA, Reno-Carson City-Gardnerville Ranchos [Suburban]",0.545267891,IX,San Francisco
J0079,"CA, Calaveras County [Urban core]",0.533028733,IX,San Francisco
J0080,"CA, Stanislaus County [Urban core] [Central] One",0.521547854,IX,San Francisco
J0081,"CA, Mariposa County [Small town/rural]",0.57894373,IX,San Francisco
J0082,"CA, Stanislaus County [Urban core] [Central] Two",0.554202147,IX,San Francisco
J0083,"CA, Mendocino County [Suburban] [Central] One",0.567451413,IX,San Francisco
J0084,"CA, San Jose-San Francisco-Oakland [Suburban] [Central]",0.544741452,IX,San Francisco
J0085,"CA, Lake County [Suburban] [Central]",0.555150575,IX,San Francisco
J0086,"CA, Mendocino County [Suburban] [Central] Two",0.540286741,IX,San Francisco
J0087,"CA, Santa Rosa-Petaluma [Suburban]",0.485397517,IX,San Francisco
J0088,"CA, Humboldt County [Suburban] [Central] One",0.498985879,IX,San Francisco
J0089,"CA, Humboldt County [Suburban] [Central] Two",0.518481245,IX,San Francisco
J0090,"CA, Crescent City [Suburban]",0.559775247,IX,San Francisco
J0091,"CA, Placer County [Suburban]",0.492333551,IX,San Francisco
J0092,"CA, Sacramento County [Urban core] [Central] One",0.537992811,IX,San Francisco
J0093,"CA, Sacramento County [Urban core] [Central] Two",0.556429947,IX,San Francisco
J0094,"CA, Yolo County [Urban core]",0.56231244,IX,San Francisco
J0095,"CA, El Dorado County [Suburban] [Central] Two",0.567001934,IX,San Francisco
J0096,"CA, El Dorado County [Urban core]",0.516643762,IX,San Francisco
J0097,"CA, Placer County [Urban core]",0.528381478,IX,San Francisco
J0098,"CA, Yuba City [Urban core]",0.526123451,IX,San Francisco
J0099,"CA, Sacramento-Roseville [Large rural]",0.524961254,IX,San Francisco
J0100,"CA, Chico [Suburban]",0.507992013,IX,San Francisco
J0101,"CA, Chico [Urban core]",0.523359389,IX,San Francisco
J0102,"CA, Truckee-Grass Valley [Suburban]",0.492969696,IX,San Francisco
J0103,"CA, Susanville [Suburban]",0.585884298,IX,San Francisco
J0104,"CA, Redding [Urban core]",0.445589796,IX,San Francisco
J0105,"CA, Shasta County [Large rural]",0.522626033,IX,San Francisco
J0106,"CA, Redding-Red Bluff [Suburban]",0.608848203,IX,San Francisco
J0108,"CA, Siskiyou County [Large rural]",0.517537176,IX,San Francisco
K0001,"ID, Pocatello [Urban core]",0.501559808,X,Seattle
K0002,"ID, Idaho Falls [Urban core]",0.545400282,X,Seattle
K0003,"UT-ID, Logan [Large rural]",0.541124235,X,Seattle
K0004,"ID, Bear Lake County [Small town/rural]",0.542556458,X,Seattle
K0005,"ID, Twin Falls [Suburban]",0.498752927,X,Seattle
K0006,"ID, Hailey [Suburban]",0.533718152,X,Seattle
K0007,"UT-ID, Salt Lake City-Provo-Orem [Suburban]",0.536523396,X,Seattle
K0008,"ID, Idaho Falls-Rexburg-Blackfoot [Small town/rural]",0.523282451,X,Seattle
K0009,"WA-ID, Pullman-Moscow [Urban core]",0.56882118,X,Seattle
K0010,"ID, Idaho County [Small town/rural]",0.600078923,X,Seattle
K0011,"ID-WA, Lewiston [Large rural]",0.543271688,X,Seattle
K0012,"ID-OR, Boise City-Mountain Home-Ontario [Urban core]",0.515551066,X,Seattle
K0013,"OR-ID, Ontario [Suburban]",0.509822633,X,Seattle
K0014,"ID, Coeur d'Alene [Urban core]",0.537961046,X,Seattle
K0016,"ID, Sandpoint [Suburban]",0.501695075,X,Seattle
K0017,"ID, Sandpoint [Urban core]",0.502255693,X,Seattle
K0018,"ID, Moscow [Suburban]",0.574332564,X,Seattle
K0019,"WA, Pullman [Suburban]",0.534719882,X,Seattle
K0020,"ID, Shoshone County [Large rural]",0.525432276,X,Seattle
K0021,"OR, Clackamas County [Urban core]",0.519245219,X,Seattle
K0022,"OR, Multnomah County [Urban core] [Central] One",0.486456124,X,Seattle
K0023,"OR-WA, Portland-Vancouver-Salem [Small town/rural]",0.537259081,X,Seattle
K0024,"WA, Longview-Kelso [Urban core]",0.571135491,X,Seattle
K0025,"OR, Washington County [Urban core] [Central] One",0.494427863,X,Seattle
K0026,"OR, The Dalles [Suburban]",0.552765926,X,Seattle
K0027,"OR, Multnomah County [Urban core] [Central] Two",0.479607915,X,Seattle
K0028,"OR, Washington County [Urban core] [Central] Two",0.501471755,X,Seattle
K0029,"OR, Hermiston-Pendleton [Large rural]",0.509278979,X,Seattle
K0030,"OR-WA, Portland-Vancouver-Hillsboro [Suburban]",0.520006303,X,Seattle
K0031,"OR, Astoria [Suburban]",0.565144068,X,Seattle
K0032,"OR, Lincoln County [Suburban] [Central] One",0.519529206,X,Seattle
K0033,"OR, Tillamook County [Large rural]",0.553660879,X,Seattle
K0034,"OR, Salem [Urban core]",0.506084425,X,Seattle
K0035,"OR, Albany [Urban core]",0.509262986,X,Seattle
K0037,"OR, Lincoln County [Suburban] [Central] Two",0.468341653,X,Seattle
K0038,"OR, Eugene-Springfield [Urban core]",0.493952065,X,Seattle
K0039,"OR, Coos Bay-North Bend [Suburban]",0.511607996,X,Seattle
K0040,"OR, Roseburg [Suburban]",0.560528791,X,Seattle
K0041,"OR, Coos Bay-North Bend [Large rural]",0.544766444,X,Seattle
K0042,"OR, Roseburg [Urban core]",0.498793583,X,Seattle
K0043,"OR, Grants Pass [Urban core]",0.543793784,X,Seattle
K0044,"OR, Medford [Urban core]",0.518922891,X,Seattle
K0045,"OR, Klamath Falls [Suburban]",0.492879846,X,Seattle
K0046,"OR, Lake County [Large rural]",0.498373674,X,Seattle
K0047,"OR, Bend [Urban core]",0.435043489,X,Seattle
K0048,"OR, Harney County [Large rural]",0.510159423,X,Seattle
K0049,"OR, Umatilla County [Suburban]",0.576436167,X,Seattle
K0050,"WA, Walla Walla [Urban core]",0.535090078,X,Seattle
K0051,"OR, Baker City [Large rural]",0.489850478,X,Seattle
K0052,"OR, Morrow County [Suburban]",0.548411348,X,Seattle
K0053,"OR, La Grande [Suburban]",0.530362614,X,Seattle
K0054,"ID-WA, Lewiston [Small town/rural]",0.506097471,X,Seattle
K0056,"OR, Grant County [Small town/rural]",0.532455266,X,Seattle
K0057,"WA, King County [Urban core] [Central] One",0.544846442,X,Seattle
K0058,"WA, King County [Urban core] [Central] Two",0.487940374,X,Seattle
K0059,"WA, Snohomish County [Urban core] [Central] One",0.549893595,X,Seattle
K0060,"WA, King County [Urban core] [Central] Three",0.529489917,X,Seattle
K0061,"WA, King County [Urban core] [Central] Four",0.548603023,X,Seattle
K0062,"WA, King County [Urban core] [Central] Five",0.535694391,X,Seattle
K0063,"WA, Kitsap County [Urban core] [Central] One",0.466053148,X,Seattle
K0064,"WA, Mount Vernon-Anacortes [Suburban]",0.570316699,X,Seattle
K0065,"WA, Bellingham [Urban core]",0.536577982,X,Seattle
K0066,"WA, Mount Vernon-Anacortes [Urban core]",0.556437805,X,Seattle
K0067,"WA, Oak Harbor [Suburban]",0.564510655,X,Seattle
K0068,"WA, Snohomish County [Urban core] [Central] Two",0.559599522,X,Seattle
K0069,"WA, Pierce County [Urban core] [Central] One",0.505114106,X,Seattle
K0070,"WA, Port Townsend [Large rural]",0.516051383,X,Seattle
K0071,"WA, Pierce County [Urban core] [Central] Two",0.573636844,X,Seattle
K0072,"WA, Pierce County [Urban core] [Central] Three",0.52946472,X,Seattle
K0073,"WA, Port Angeles [Suburban]",0.525431361,X,Seattle
K0074,"WA, Kitsap County [Urban core] [Central] Two",0.501790876,X,Seattle
K0075,"WA, Seattle-Tacoma [Small town/rural]",0.513461293,X,Seattle
K0076,"WA, Olympia-Lacey-Tumwater [Urban core]",0.514573747,X,Seattle
K0077,"WA, Aberdeen [Suburban]",0.592230331,X,Seattle
K0078,"WA, Centralia [Suburban]",0.501398135,X,Seattle
K0079,"WA, Shelton [Suburban]",0.557242928,X,Seattle
K0080,"WA, Clark County [Urban core]",0.527492698,X,Seattle
K0081,"WA, Moses Lake-Othello [Urban core]",0.443385613,X,Seattle
K0082,"WA, Wenatchee-East Wenatchee [Small town/rural]",0.61312246,X,Seattle
K0083,"WA, Wenatchee-East Wenatchee [Large rural]",0.567483012,X,Seattle
K0084,"WA, Moses Lake-Othello [Suburban]",0.517100905,X,Seattle
K0085,NA Two,0.535821505,X,Seattle
K0086,"WA, Yakima [Urban core]",0.523923768,X,Seattle
K0087,"WA, Ellensburg [Suburban]",0.627393991,X,Seattle
K0088,"WA, Kennewick-Richland-Walla Walla [Suburban]",0.56844564,X,Seattle
K0089,"WA, Spokane County [Urban core] [Central] One",0.527783532,X,Seattle
K0090,"WA, Spokane County [Urban core] [Central] Two",0.500610165,X,Seattle
K0091,"WA, Stevens County [Urban core]",0.49732733,X,Seattle
K0092,"WA, Othello [Small town/rural]",0.527384317,X,Seattle
K0093,"WA-ID, Spokane-Spokane Valley-Coeur d'Alene [Small town/rural]",0.57698779,X,Seattle
K0094,"WA, Moses Lake [Small town/rural]",0.550377137,X,Seattle
K0095,"WA, Ferry County [Small town/rural]",0.549453834,X,Seattle
K0096,"WA, Kennewick-Richland [Urban core]",0.532894656,X,Seattle
K0097,"OR, Washington County [Urban core] [Central] Three",0.474484761,X,Seattle
K0098,"OR, Yamhill County [Urban core]",0.525834351,X,Seattle
K0099,"OR, Clatsop County [Large rural]",0.559030134,X,Seattle
M0001,"AK, Anchorage [Urban core]",0.510617148,X,Seattle
M0002,"AK, Kenai Peninsula Borough [Small town/rural]",0.556847862,X,Seattle
M0003,"AK, Anchorage [Small town/rural]",0.506930653,X,Seattle
M0004,"AK, Kenai Peninsula Borough [Large rural]",0.57458253,X,Seattle
M0005,"AK, Kodiak Island Borough [Large rural]",0.565655376,X,Seattle
M0006,"AK, Anchorage [Suburban]",0.542286171,X,Seattle
M0008,"AK, Fairbanks-College [Urban core]",0.46757656,X,Seattle
M0009,"AK, Ketchikan [Suburban]",0.52817581,X,Seattle
N0001,"HI, Honolulu County [Urban core] [Central] One",0.518687293,IX,San Francisco
N0002,"HI, Hawaii County [Suburban] [Central] One",0.574464101,IX,San Francisco
N0003,"HI, Honolulu County [Urban core] [Central] Two",0.518568935,IX,San Francisco
N0004,"HI, Hawaii County [Suburban] [Central] Two",0.51300268,IX,San Francisco
N0005,"HI, Hilo-Kailua [Large rural]",0.52378647,IX,San Francisco
N0007,"HI, Kahului-Wailuku [Urban core]",0.572872773,IX,San Francisco
N0008,"HI, Kapaa [Suburban]",0.528772873,IX,San Francisco
